"ID","Attending","Graduate_On","Plan_attend","Completed","Completed_On","Graduated","Graduation_Date","ID_PK","Study","Grad_Date_Change","Completed_Date_Change","Graduation_Date_Change","Degree_Recieved"
"9998","Kewanee High School","05/21/12 00:00:00","Schaumburg Art Institute",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5635","Illustration and Design",,"Year-Only","Year-Only",
"9998","Kewanee High School","05/21/12 00:00:00","Schaumburg Art Institute",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5636","Illustration and Design",,"Year-Only","Year-Only",
"10002","Franklin Parish High School ","05/23/14 00:00:00","I don't know",,"01/01/11 00:00:00"," ","01/01/11 00:00:00","5637","Accounting",,"Year-Only","Year-Only",
"10005","Franklin Parish High School","05/23/14 00:00:00","I don't know",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5638","Computer Sciences",,"Year-Only","Year-Only",
"10019","Franklin Parish High School","05/23/14 00:00:00","ULM",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5639","Nursing",,"Year-Only","Year-Only",
"10018","Franklin Parish High School","05/23/14 00:00:00","University of Monroe",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5640","Beautican/Professional Photograhy",,"Year-Only","Year-Only",
"10013","Frankin Parish High School","05/23/14 00:00:00","Tech",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5641",,,"Year-Only","Year-Only",
"10006","Franklin Parish High School","05/23/14 00:00:00","I don't Know","Crowville Middle School","05/31/09 00:00:00",,"01/01/11 00:00:00","5642","Mechanic",,,"Year-Only",
"10007","Franklin Parish High School","05/23/13 00:00:00","ULM",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5643","Nursing",,"Year-Only","Year-Only",
"10016","Franklin Parish High School","05/23/13 00:00:00","I don't know",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5644","Ag Business/Animal Science",,"Year-Only","Year-Only",
"10003","Franklin Parish High School","05/23/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5645",,,"Year-Only","Year-Only",
"10011","Franklin Parish High School","05/23/14 00:00:00","I Don't Know",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5646","Business Administration",,"Year-Only","Year-Only",
"10001","Franklin Parish High School","05/23/14 00:00:00","Louisiana State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5647","Nursing",,"Year-Only","Year-Only",
"10004","Franklin Parish High School","05/23/14 00:00:00","I don't know",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5648","Psychiatry",,"Year-Only","Year-Only",
"10000","Franklin Parish High School","05/23/13 00:00:00","North Western","Crowville Jr. High","05/23/09 00:00:00",,"01/01/11 00:00:00","5649","Medicine",,,"Year-Only",
"10020","Franklin Parish High School","05/23/13 00:00:00","University Of Louisiana Monroe","Jr. High School","05/26/08 00:00:00","Fort Neccessity Jr. High","05/26/08 00:00:00","5650","Medical Field",,,,
"10008","Franklin Parish High School","05/23/14 00:00:00","ULM","Gilbert Junior High","05/23/09 00:00:00",,"01/01/11 00:00:00","5651","engineering",,,"Year-Only",
"10012","Franklin Parish High","05/10/11 00:00:00","Lsu","Gilbert jr high","05/17/11 00:00:00","Jr high","05/10/11 00:00:00","5652","tech",,,,
"10027","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5653",,"Month-Only","Year-Only","Year-Only",
"10024","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5654",,"Month-Only","Year-Only","Year-Only",
"10111","Grant Acadamy ","12/19/11 00:00:00","Pineville Beauty School ",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5716","Cosmotoligist",,"Year-Only","Year-Only",
"10026","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5655",,"Month-Only","Year-Only","Year-Only",
"10030","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5656",,"Month-Only","Year-Only","Year-Only",
"10028","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5657",,"Month-Only","Year-Only","Year-Only",
"10025","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5659",,"Month-Only","Year-Only","Year-Only",
"10031","Franklin Parish High School","05/01/14 00:00:00","Louisiana State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5660",,"Month-Only","Year-Only","Year-Only",
"10035","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5661",,"Month-Only","Year-Only","Year-Only",
"10021","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5662",,"Month-Only","Year-Only","Year-Only",
"10037","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5663",,"Month-Only","Year-Only","Year-Only",
"10036","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5664",,"Month-Only","Year-Only","Year-Only",
"10029","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5665",,"Month-Only","Year-Only","Year-Only",
"10034","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5666",,"Month-Only","Year-Only","Year-Only",
"10022","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5667",,"Month-Only","Year-Only","Year-Only",
"10023","Franklin Parish High School","05/01/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5668",,"Month-Only","Year-Only","Year-Only",
"10032","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5669",,"Month-Only","Year-Only","Year-Only",
"10043","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5670",,"Month-Only","Year-Only","Year-Only",
"10046","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5671",,"Month-Only","Year-Only","Year-Only",
"10039","Franklin Parish High School","05/01/13 00:00:00","Louisiana State University at Shreveport",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5672","Nursing","Month-Only","Year-Only","Year-Only",
"10044","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5673",,"Month-Only","Year-Only","Year-Only",
"10052","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5674",,"Month-Only","Year-Only","Year-Only",
"10040","Franklin Parish High School","05/01/13 00:00:00","University of Louisiana at Monroe",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5676",,"Month-Only","Year-Only","Year-Only",
"10053","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5677",,"Month-Only","Year-Only","Year-Only",
"10041","Franklin  Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5678",,"Month-Only","Year-Only","Year-Only",
"10045","Franklin Parish High School","05/01/14 00:00:00","Louisiana State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5679","Law","Month-Only","Year-Only","Year-Only",
"10050","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5680",,"Month-Only","Year-Only","Year-Only",
"10038","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5681",,"Month-Only","Year-Only","Year-Only",
"10049","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5682",,"Month-Only","Year-Only","Year-Only",
"10108","Grant High","05/18/14 00:00:00","LSUA",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5717","AA",,"Year-Only","Year-Only",
"10109","Grant High School","05/17/15 00:00:00","Grant High School","Grant High School","05/17/15 00:00:00","Grant High School","05/17/15 00:00:00","5718","none",,,,"NONE"
"10112","Grant High School","05/18/13 00:00:00","None","Not yet","05/18/13 00:00:00","Not yet","01/01/11 00:00:00","5719","Banker",,,"Year-Only",
"10468","Lakeville North High School","06/08/12 00:00:00","University of Minnesota ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5957","Engineering",,"Year-Only","Year-Only",
"10051","Franklin parish high school","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5683",,"Month-Only","Year-Only","Year-Only",
"10054","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5684",,"Month-Only","Year-Only","Year-Only",
"10060","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5685",,"Month-Only","Year-Only","Year-Only",
"10063","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5686",,"Month-Only","Year-Only","Year-Only",
"10056","Franklin Parish High School","05/01/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5687",,"Month-Only","Year-Only","Year-Only",
"10057","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5688",,"Month-Only","Year-Only","Year-Only",
"10062","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5689",,"Month-Only","Year-Only","Year-Only",
"10055","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5690",,"Month-Only","Year-Only","Year-Only",
"10061","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5691",,"Month-Only","Year-Only","Year-Only",
"10064","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5692",,"Month-Only","Year-Only","Year-Only",
"10059","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5693",,"Month-Only","Year-Only","Year-Only",
"10058","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5694",,"Month-Only","Year-Only","Year-Only",
"10072","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5695",,"Month-Only","Year-Only","Year-Only",
"10068","Frankin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5696",,"Month-Only","Year-Only","Year-Only",
"10069","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5697",,"Month-Only","Year-Only","Year-Only",
"10078","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5698",,"Month-Only","Year-Only","Year-Only",
"10066","Franklin Parish","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5699",,"Month-Only","Year-Only","Year-Only",
"10065","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5700",,"Month-Only","Year-Only","Year-Only",
"10071","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5701",,"Month-Only","Year-Only","Year-Only",
"10067","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5702",,"Month-Only","Year-Only","Year-Only",
"10075","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5703",,"Month-Only","Year-Only","Year-Only",
"10084","Franklin parish high school","05/01/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5704",,"Month-Only","Year-Only","Year-Only",
"10082","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5705",,"Month-Only","Year-Only","Year-Only",
"10070","Franklin Parish High School","05/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5706",,"Month-Only","Year-Only","Year-Only",
"10077","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5707",,"Month-Only","Year-Only","Year-Only",
"10074","Franklin parish high school","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5708",,"Month-Only","Year-Only","Year-Only",
"10086","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5709",,"Month-Only","Year-Only","Year-Only",
"10087","Franklin Parish High School","05/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5710",,"Month-Only","Year-Only","Year-Only",
"10088","B.Y.U.","05/14/12 00:00:00","University of Utah","BYU","05/26/00 00:00:00","Univ. of Montana","05/14/00 00:00:00","5711","English education",,,,"MBFA"
"10110","Grant High School","06/26/15 00:00:00","Louisiana state university alexanderia","Grant junior high","06/26/11 00:00:00","Grant high school","06/26/15 00:00:00","5720","business administration",,,,"AA"
"10114","Cody thompson","05/01/11 00:00:00","Lsua college","South grant elementry","12/17/11 00:00:00","Dry prong high school","04/07/11 00:00:00","5721","journalism",,,,"MASTERS DEGREE"
"10123","Grant high school","05/14/13 00:00:00","Louisiana tech",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5722",,,"Year-Only","Year-Only",
"10119","Grant High School","05/14/11 00:00:00","Lousiana state university of alexandria",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5723","pending",,"Year-Only","Year-Only",
"10133","Grant High","05/15/13 00:00:00",,"Dry Prong Jr. High","05/15/09 00:00:00",,"01/01/11 00:00:00","5724",,,,"Year-Only",
"10132","Grant High School","01/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5725",,"Year-Only","Year-Only","Year-Only",
"10131","Grant high school","05/14/13 00:00:00","Louisiana college","Grant high school","05/14/13 00:00:00","Currently on grant high","05/14/13 00:00:00","5726","nercing",,,,"NO DEGREE"
"10129","Grant Hich School","05/14/13 00:00:00","Full Sail University","Grant High","05/14/13 00:00:00","Currently in Grant High","05/14/13 00:00:00","5727","Art and Design",,,,"NO DEGREE"
"10126","Grant High School","05/15/13 00:00:00",,"Dry prong junior high","05/15/09 00:00:00","Dry prong junior high","01/01/11 00:00:00","5728",,,,"Year-Only",
"10130","Grant Highs School","01/01/12 00:00:00","None",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5729","marines","Year-Only","Year-Only","Year-Only",
"10135","Grant High School","05/15/13 00:00:00","None","None","01/01/11 00:00:00","None","01/01/11 00:00:00","5730","none",,"Year-Only","Year-Only",
"10125","Grant High School","05/01/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5731",,"Month-Only","Year-Only","Year-Only",
"10122","Grant High School","05/18/13 00:00:00","U.S. Army","Grant High School","01/01/11 00:00:00",,"01/01/11 00:00:00","5732",,,"Year-Only","Year-Only",
"10116","Grant High School","05/11/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5733",,,"Year-Only","Year-Only",
"10137","Franklin High School Adult Ed","06/12/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5734",,,"Year-Only","Year-Only",
"10141","Franklin High School","06/12/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5735","Law",,"Year-Only","Year-Only",
"10471","Lakeville north high school","06/10/12 00:00:00","University of MN",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5958","elemenatry education",,"Year-Only","Year-Only",
"10491","Carl Albert High School","05/01/15 00:00:00","Oklahoma State University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5961","Business Administration","Month-Only","Year-Only","Year-Only",
"10489","Carl albert high school","05/17/15 00:00:00","Rose state college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5962","balachers",,"Year-Only","Year-Only",
"10490","Carl albert high school","01/01/15 00:00:00","University of Oklahoma",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5963","Pre-Law","Year-Only","Year-Only","Year-Only",
"10501","Varl albert hig school","05/18/15 00:00:00","Osu","Carl albert middle school","05/18/11 00:00:00","Carl albert middle school","05/18/11 00:00:00","5964","speechpatholigy",,,,
"10492","Carl albet high school","05/21/15 00:00:00","Rosestate collage","Rosestate","01/01/12 00:00:00","Rosestate","01/01/12 00:00:00","5965","medical or musical",,"Year-Only","Year-Only",
"10493","Carl albert high school","05/17/15 00:00:00","Osu or ou",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5966","veternerian",,"Year-Only","Year-Only",
"10500","Carl Albert high School","05/21/12 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","5967","Culinary Arts",,"Year-Only","Year-Only",
"10495","Carl Albert High School","05/23/15 00:00:00","Rose State College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5968","Cosmotology",,"Year-Only","Year-Only",
"10496","Carl albert","05/17/12 00:00:00","Edmond ","Carl albert","05/17/12 00:00:00","Carl albert","05/17/12 00:00:00","5969","algebra",,,,"MBA"
"10498","Carl Albert High School","05/21/15 00:00:00","Oklahoma State University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5970","Vetrinarian",,"Year-Only","Year-Only",
"10503","Carl Albert High School","05/21/15 00:00:00","UCO","Carl Albert High School","05/21/15 00:00:00","UCO","05/21/19 00:00:00","5971","Buisness Administration",,,,"AA AT BA BFA"
"10509","Carl albert high school","05/01/15 00:00:00","University of London",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5972","Engineering","Month-Only","Year-Only","Year-Only",
"10507","Ben Eielson","05/19/15 00:00:00","University of Alaska Fairbanks","MIddle School","05/14/11 00:00:00","Crawford Elementary","05/22/07 00:00:00","5973","Radiology",,,,"NOTHING"
"10513","Carl Albert Highschool","05/01/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","5974",,"Month-Only","Year-Only","Year-Only",
"10512","Carl Albert High School","05/20/15 00:00:00","Texas Tech University ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5975","Doctorial ",,"Year-Only","Year-Only",
"10508","Carl Albert","05/24/15 00:00:00","Oklahhoma University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5976",,,"Year-Only","Year-Only",
"10515","Carl Albert High school","05/23/15 00:00:00","Oklahoma University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5977","Engineering",,"Year-Only","Year-Only",
"10518","Carl Albert High School","05/18/15 00:00:00","Stanford University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5978","Business Administration, and Law",,"Year-Only","Year-Only",
"10520","Carl Albert High School","01/01/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","5979",,"Year-Only","Year-Only","Year-Only",
"10517","Carl Albert High School","05/25/15 00:00:00","Oklahoma University","Carl albert middle school","05/25/11 00:00:00",,"01/01/12 00:00:00","5980","Nursing",,,"Year-Only",
"10521","Carl albert","05/18/15 00:00:00","The university of oklahoma",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5981","communications",,"Year-Only","Year-Only",
"10523","Carl Albert High School","05/21/15 00:00:00","Oklahoma State University","Carl Albert Middle School","05/21/11 00:00:00",,"01/01/12 00:00:00","5982","Bachelor of Arts in Journelism",,,"Year-Only",
"10526","Carl albeert high school","05/21/15 00:00:00","OSU","OSU","05/21/19 00:00:00","OSU","05/21/20 00:00:00","5983","medical",,,,"BS"
"10524","Carl albert high school","05/21/15 00:00:00","Baylor university","Carl albert middle school","04/18/11 00:00:00","Schwartz elementary","04/15/07 00:00:00","5984","nursing",,,,"AA"
"10531","Carl Albert High School","05/21/15 00:00:00","OSU",,"01/01/12 00:00:00","Carl Albert Middle School","05/21/11 00:00:00","5985",,,"Year-Only",,
"10530","Carl Albert High School","05/21/15 00:00:00",,"Carl Middle School","01/01/12 00:00:00",,"01/01/12 00:00:00","5986","banking",,"Year-Only","Year-Only",
"10529","Cral Albert High School","05/21/15 00:00:00","Kentucky",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5987","Basketball",,"Year-Only","Year-Only",
"10545","Midwest City Highschool .","05/01/15 00:00:00","Oklahoma University . ","Middle School ","05/01/11 00:00:00",,"01/01/12 00:00:00","5991",,"Month-Only","Month-Only","Year-Only",
"10543","Midwest CIty High School","05/01/15 00:00:00","Oklahoma University","Monroney Middle School","01/01/12 00:00:00",,"01/01/12 00:00:00","5992",,"Month-Only","Year-Only","Year-Only",
"10544","Midwest City High School","05/01/15 00:00:00",,"Jarman Middle School","05/19/11 00:00:00",,"01/01/12 00:00:00","5993",,"Month-Only",,"Year-Only",
"10542","Midwest City Highschool","05/01/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","5994",,"Month-Only","Year-Only","Year-Only",
"10541","Midwest City High School","05/01/12 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","5995",,"Month-Only","Year-Only","Year-Only",
"10547","Midwest City Highschool","05/01/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","5996",,"Month-Only","Year-Only","Year-Only",
"10552","Midwest City Highschool","05/01/15 00:00:00","Oklahoma State university",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5997","Athletic training","Month-Only","Year-Only","Year-Only",
"10539","Midwest City High School","05/01/15 00:00:00","University Of Oklahoma",,"05/01/15 00:00:00",,"05/01/15 00:00:00","5998",,"Month-Only","Month-Only","Month-Only",
"10536","Midwest City High School","03/01/15 00:00:00","Illnoise state university",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5999","Music, Culinary Arts, Business Adminisration, ","Month-Only","Year-Only","Year-Only",
"10548","Midwest city","05/17/15 00:00:00","To go ou or osu",,"05/19/15 00:00:00",,"05/01/15 00:00:00","6000","farmer degree",,,"Month-Only",
"10540","Mid-West City High School","01/01/15 00:00:00","Oklahoma University ","Monrony Middle School","01/01/12 00:00:00",,"01/01/12 00:00:00","6001","ROTC","Year-Only","Year-Only","Year-Only",
"10538","Midwest City High School","05/01/15 00:00:00","University of District of Columbia",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6002","Oncology","Month-Only","Year-Only","Year-Only",
"10551","Midwest City High School","01/01/15 00:00:00","Oklahoma University","Middle School","01/01/10 00:00:00",,"01/01/12 00:00:00","6003",,"Year-Only","Year-Only","Year-Only",
"10942","Kings mountain high school","06/10/13 00:00:00","Cleveland community college","Kings mountain high school","06/10/13 00:00:00","Kings mountain high school","06/10/13 00:00:00","6287","Registerd nurse",,,,"AA"
"7972","Kings Mountain High School","06/10/12 00:00:00","UNC Chapel Hill School of Pharmacy","N/A","01/01/10 00:00:00",,"01/01/10 00:00:00","4305","Pharm D",,"Year-Only","Year-Only",
"10549","Midwest City High School","05/01/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6004",,"Month-Only","Year-Only","Year-Only",
"10537",,"05/01/12 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6005",,"Month-Only","Year-Only","Year-Only",
"10546","Midwest City","05/01/15 00:00:00","Orgon University","Parkview Elementary/Jarman Middle School","01/01/12 00:00:00",,"01/01/12 00:00:00","6006","Law inforement/Football","Month-Only","Year-Only","Year-Only",
"10553",,"01/01/12 00:00:00","Louisiana Tech",,"01/01/12 00:00:00","The Youth Challenge Program","12/10/11 00:00:00","6007","Avaition ","Year-Only","Year-Only",,"GED"
"10554","Midwest City High School","01/01/12 00:00:00","University of New Mexico",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6008","Education","Year-Only","Year-Only","Year-Only",
"10555","Midwestcity High School","05/17/15 00:00:00","Rose State",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6009","Animal Care",,"Year-Only","Year-Only",
"10558","Philadelphia Military Academy @ Leeds ","06/01/12 00:00:00","Valley Forge Military Academy","Elementry and High School","06/15/10 00:00:00","Hill-Freedman Middle School","06/15/10 00:00:00","6010","Criminal Justice","Month-Only",,,
"10563","Midwest City High School","05/23/12 00:00:00","Midwest City High School",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6014","General",,"Year-Only","Year-Only",
"10570","Andover High School","06/03/12 00:00:00","Transitions Plus","Andover High School","06/03/12 00:00:00",,"01/01/12 00:00:00","6017","English/Literature",,,"Year-Only",
"10572","Andover High School","01/01/14 00:00:00","The University of North Dakota ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6018","Criminal Justice and Psychology ","Year-Only","Year-Only","Year-Only",
"10573","Andover High School","05/30/12 00:00:00","UW-Stout",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6019","Early Childhood Education",,"Year-Only","Year-Only",
"10574","Andover High School","06/01/15 00:00:00","University of Minnesota Rochester",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6020","Radiology","Month-Only","Year-Only","Year-Only",
"10576","Andover high school","06/15/14 00:00:00","Bemidji state university ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6021","biology",,"Year-Only","Year-Only",
"10577","Andover high school","05/22/13 00:00:00","Bethel university",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6022","Animal science",,"Year-Only","Year-Only",
"10579","FDR High School","06/01/13 00:00:00","University of Central Florida",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6023","Criminal Justice ","Month-Only","Year-Only","Year-Only",
"10598","Campbell-Tintah","05/23/14 00:00:00","N/A",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6035","N/A",,"Year-Only","Year-Only",
"10597","Campbell-Tintah High School","01/01/14 00:00:00","M-State Fergus Falls",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6036","Performing Arts","Year-Only","Year-Only","Year-Only",
"10607","Brentsville district high school","06/09/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6042",,,"Year-Only","Year-Only",
"10614","Brentsville District High School ","06/09/12 00:00:00","NOVA","Nothing ","01/01/12 00:00:00","Not yet 3 more months ","01/01/12 00:00:00","6043","Business ",,"Year-Only","Year-Only",
"10616","Brentsville District High School","06/01/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6044",,"Month-Only","Year-Only","Year-Only",
"10612","Brentsville District High School","06/09/12 00:00:00","Northern Virginia Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6045","Associates Degree ",,"Year-Only","Year-Only",
"10605","Brentsville District High School","06/09/12 00:00:00","Northern Virginia Community college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6046","Nursing",,"Year-Only","Year-Only",
"10610","Brentsville Distric High School","06/09/12 00:00:00","Nova",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6047","not sure",,"Year-Only","Year-Only",
"10611","Brentsville","06/09/12 00:00:00","Nova",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6048","AoJ",,"Year-Only","Year-Only",
"10606","Brentsville District highschool","06/09/12 00:00:00","NOVA",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6049",,,"Year-Only","Year-Only",
"10949",,"01/01/12 00:00:00",,,"01/01/12 00:00:00","Kings Mountain High School","06/10/12 00:00:00","6288",,"Year-Only","Year-Only",,
"10608","Brentsville district High school","06/09/12 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6050",,,"Year-Only","Year-Only",
"10615","Brentsville","06/09/12 00:00:00","Nova",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6051","associates",,"Year-Only","Year-Only",
"10618","Brentsville District High School","06/01/13 00:00:00","George Mason ","N/a","01/01/12 00:00:00","N/A","01/01/12 00:00:00","6052","N/A","Month-Only","Year-Only","Year-Only","N/A"
