"created","ip","browser","storage","session_id","user_id","sid"
"01/25/14 12:51:46","96.25.174.12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) App","<wddxPacket version='1.0'><header/><data><struct><var name='SID'><string>27pyjc5y99c60mui81wdhmz21k9ql38k893vo545of387j3esf3121246</string></var></struct></data></wddxPacket>","327660","0","27pyjc5y99c60mui81wdhmz21k9ql38k893vo545of387j3esf3121246"
"01/25/14 12:55:34","193.203.48.46","Mozilla/4.0 (compatible; Synapse)","<wddxPacket version='1.0'><header/><data><struct><var name='SID'><string>jom05eot6ap94va641hdp1q05g3r59tkuxwsxe4199jfsztk1fo125534</string></var></struct></data></wddxPacket>","327661","0","jom05eot6ap94va641hdp1q05g3r59tkuxwsxe4199jfsztk1fo125534"
"01/25/14 13:01:38","100.43.83.142","Mozilla/5.0 (compatible; YandexBot/3.0; +http://ya","<wddxPacket version='1.0'><header/><data><struct><var name='SID'><string>413inac2b57rgc9oe5r12zb7i31j95hh91hqyhu5d29623zz88130138</string></var></struct></data></wddxPacket>","327662","0","413inac2b57rgc9oe5r12zb7i31j95hh91hqyhu5d29623zz88130138"
